============================================================
LATIN TREEBANK ANALYSIS (Perseus + PROIEL)
Source: High-quality hand-annotated lemmas (CoNLL-U)
============================================================

Total Filtered Tokens: 140927

TOP COLLOCATIONS (PAIRS) by PMI (Min count: 5)
------------------------------------------------------------
Collocation                    | PMI        | Count
('praedico', 'synagoga')       |       4.86 |     5
('moses', 'propheta')          |       4.86 |     8
('tum', 'cum')                 |       4.86 |     9
('sacerdos', 'praecipio')      |       4.86 |     6
('mitto', 'gehenna')           |       4.86 |     5
('mortuus', 'vivo')            |       4.86 |    12
('legatus', 'obses')           |       4.85 |     5
('cado', 'facies')             |       4.85 |     6
('surgo', 'vado')              |       4.85 |    10
('recordor', 'verbum')         |       4.84 |     5
('bonus', 'thesaurus')         |       4.84 |     5
('flumen', 'transeo')          |       4.83 |    11
('deus', 'omnipotens')         |       4.83 |    10
('anima', 'salvus')            |       4.83 |     7
('medius', 'nox')              |       4.83 |    11
('caro', 'sanguis')            |       4.83 |     8
('palam', 'loquor')            |       4.83 |     6
('assumo', 'petrus')           |       4.82 |     6
('nescio', 'unde')             |       4.82 |     6
('bellum', 'dux')              |       4.82 |     7
('castra', 'acies')            |       4.82 |     6
('potestas', 'bestia')         |       4.82 |     7
('summus', 'scriba')           |       4.82 |     7
('hierosolyma', 'iudaea')      |       4.81 |     5
('acies', 'hostis')            |       4.81 |     7
('percutio', 'servus')         |       4.80 |     5
('appropinquo', 'regnum')      |       4.80 |     6
('eo', 'castellum')            |       4.80 |     8
('spes', 'salus')              |       4.80 |    11
('defero', 'senatus')          |       4.80 |     6
('pilatus', 'rex')             |       4.78 |     6
('animus', 'perturbo')         |       4.78 |     5
('invenio', 'dormio')          |       4.77 |     7
('ubi', 'pascha')              |       4.77 |     5
('pater', 'conscribo')         |       4.77 |     5
('dignus', 'solvo')            |       4.77 |     5
('quintus', 'lucius')          |       4.77 |     5
('pharisaeus', 'scriba')       |       4.77 |     5
('david', 'quomodo')           |       4.76 |     5
('mandatum', 'diligo')         |       4.76 |     6
('fodio', 'terra')             |       4.75 |     5
('rex', 'iudaei')              |       4.75 |    19
('finis', 'helvetii')          |       4.75 |     7
('sin', 'autem')               |       4.75 |     5
('locus', 'frigidus')          |       4.75 |    12
('dimitto', 'peccatum')        |       4.75 |    16
('pario', 'filius')            |       4.75 |    13
('arma', 'contendo')           |       4.74 |     5
('frango', 'discipulus')       |       4.73 |     8
('littera', 'domitius')        |       4.73 |     5
('helvetii', 'flumen')         |       4.73 |     5
('legatus', 'pax')             |       4.73 |    10
('vox', 'nubes')               |       4.72 |     5
('talentum', 'accipio')        |       4.72 |     5
('pharisaeus', 'sabbatum')     |       4.72 |     5
('bellum', 'vinco')            |       4.72 |    12
('filius', 'david')            |       4.72 |    19
('trado', 'crucifigo')         |       4.72 |     6
('arma', 'capio')              |       4.71 |     6
('evangelium', 'praedico')     |       4.70 |     5
('tantus', 'multitudo')        |       4.70 |     7
('ecclesia', 'vinco')          |       4.70 |     6
('castra', 'moveo')            |       4.68 |     8
('bonus', 'improbus')          |       4.68 |     5
('satis', 'arbitror')          |       4.68 |     6
('honor', 'gloria')            |       4.68 |     7
('assis', 'habeo')             |       4.68 |     5
('auxilium', 'fero')           |       4.68 |    10
('animus', 'cupiditas')        |       4.68 |     5
('thronus', 'sedeo')           |       4.67 |     5
('bibo', 'sanguis')            |       4.67 |     5
('locus', 'tempero')           |       4.67 |     6
('arbor', 'vitis')             |       4.66 |     5
('regnum', 'possideo')         |       4.65 |     5
('virtus', 'sapientia')        |       4.65 |     7
('hostis', 'passus')           |       4.65 |     6
('sol', 'os')                  |       4.65 |     5
('verum', 'tamen')             |       4.64 |    13
('animus', 'humanus')          |       4.63 |     5
('peccatum', 'iustitia')       |       4.62 |     8
('pater', 'mater')             |       4.62 |    30
('templum', 'doceo')           |       4.62 |    10
('malo', 'quam')               |       4.62 |    17
('ascendo', 'navis')           |       4.61 |    11
('nolo', 'timeo')              |       4.61 |    20
('eo', 'epirus')               |       4.61 |     7
('germani', 'gallia')          |       4.61 |     6
('tertius', 'pars')            |       4.61 |    23
('fides', 'caritas')           |       4.60 |     9
('finitimus', 'civitas')       |       4.60 |     6
('saluto', 'sanctus')          |       4.60 |     8
('castra', 'educo')            |       4.59 |     5
('ianuarius', 'locus')         |       4.59 |     6
('servus', 'fidelis')          |       4.59 |     5
('repleo', 'spiritus')         |       4.59 |     6
('concilium', 'dimitto')       |       4.58 |     5
('vivo', 'morior')             |       4.58 |    12
('morior', 'vivo')             |       4.58 |    12
('vero', 'suscito')            |       4.58 |     8
('mitto', 'falx')              |       4.58 |     6
('galilaea', 'ibi')            |       4.58 |     6
('habito', 'hierosolyma')      |       4.58 |     5
('pario', 'voco')              |       4.57 |     5
('oculus', 'auris')            |       4.57 |     5
('diligenter', 'curo')         |       4.57 |     5
('magnitudo', 'animus')        |       4.57 |     8
('animus', 'magnitudo')        |       4.57 |     8
('fuga', 'recipio')            |       4.57 |     5
('benedictus', 'dominus')      |       4.57 |     7
('eques', 'romanus')           |       4.56 |     8
('amen', 'apostolus')          |       4.56 |     6
('descendo', 'caelum')         |       4.55 |    20
('res', 'militaris')           |       4.55 |    14
('rhenus', 'finis')            |       4.55 |     5
('iudico', 'iudicium')         |       4.55 |    13
('iter', 'contendo')           |       4.55 |     7
('peccatum', 'operor')         |       4.55 |     5
('totus', 'mens')              |       4.54 |     7
('do', 'novembris')            |       4.54 |     5
('primus', 'acies')            |       4.54 |     6
('invicem', 'diligo')          |       4.54 |     6
('frater', 'soror')            |       4.54 |    11
('parabola', 'regnum')         |       4.54 |     5
('similis', 'regnum')          |       4.54 |    11
('surgo', 'ambulo')            |       4.54 |     8
('hostis', 'impetus')          |       4.53 |     7
('senatus', 'appello')         |       4.53 |     7
('paulus', 'apostolus')        |       4.52 |     7
('nolo', 'fleo')               |       4.52 |     6
('totus', 'gallia')            |       4.52 |    14
('postridie', 'dies')          |       4.52 |     9
('auris', 'spiritus')          |       4.52 |    13
('scribo', 'philotimus')       |       4.51 |     5
('natura', 'vis')              |       4.51 |     6
('semino', 'verbum')           |       4.51 |    10
('occido', 'tertius')          |       4.50 |     8
('dominus', 'invoco')          |       4.50 |     5
('singulus', 'legatus')        |       4.50 |     5
('introeo', 'templum')         |       4.49 |     6
('scriba', 'occido')           |       4.49 |     5
('navis', 'ventus')            |       4.49 |     5
('maneo', 'aeternus')          |       4.48 |     5
('fugio', 'mons')              |       4.48 |     5
('amo', 'tantum')              |       4.48 |     5
('tantum', 'amo')              |       4.48 |     5
('lux', 'mundus')              |       4.47 |     6
('senex', 'sacerdos')          |       4.46 |     5
('manus', 'lavo')              |       4.46 |     5
('appr(eh)endo', 'manus')      |       4.46 |     6
('romanus', 'infero')          |       4.45 |     5
('pilatus', 'dimitto')         |       4.45 |     6
('equitatus', 'copia')         |       4.44 |     5
('monumentum', 'pono')         |       4.44 |     8
('finis', 'pervenio')          |       4.44 |     5
('parum', 'facile')            |       4.44 |     5
('pinguis', 'terra')           |       4.43 |     6
('iter', 'helvetii')           |       4.43 |     5
('uxor', 'duco')               |       4.43 |     8
('quintus', 'legatus')         |       4.43 |     7
('transeo', 'inde')            |       4.43 |     6
('ambulo', 'caro')             |       4.43 |     7
('laus', 'gloria')             |       4.43 |     5
('aedui', 'finis')             |       4.42 |     6
('valde', 'amo')               |       4.42 |     5
('regnum', 'caelum')           |       4.41 |    35
('fero', 'consultum')          |       4.41 |     5
('legatus', 'mitto')           |       4.41 |    36
('manus', 'restituo')          |       4.41 |     5
('simon', 'iohannes')          |       4.41 |     6
('lingua', 'loquor')           |       4.40 |    13
('reliquus', 'fuga')           |       4.40 |     6
('eicio', 'oculus')            |       4.39 |     6
('vir', 'mulier')              |       4.39 |    26
('rex', 'appello')             |       4.39 |     5
('septimus', 'dies')           |       4.39 |     9
('deus', 'sanctificatio')      |       4.39 |     6
('fortasse', 'greek.expression') |       4.38 |     5
('scandalizo', 'bonus')        |       4.38 |     6
('quaero', 'reperio')          |       4.38 |     6
('parabola', 'loquor')         |       4.38 |     8
('helias', 'respondeo')        |       4.37 |     5
('sabbatum', 'curo')           |       4.36 |     5
('opus', 'perficio')           |       4.36 |     5
('nisi', 'communis')           |       4.36 |     5
('at', 'crucifigo')            |       4.36 |     5
('iam', 'despero')             |       4.36 |     5
('hostis', 'castra')           |       4.36 |    21
('lucrum', 'facio')            |       4.35 |    10
('iohannes', 'iacob')          |       4.35 |     5
('babylon', 'magnus')          |       4.35 |     5
('trado', 'pilatus')           |       4.35 |     5
('rex', 'israel')              |       4.34 |     5
('pharisaeus', 'quare')        |       4.34 |     5
('tunc', 'assumo')             |       4.33 |     5
('murus', 'civitas')           |       4.33 |     6
('filius', 'sponsus')          |       4.33 |     5
('praedico', 'regnum')         |       4.33 |    11
('inferus', 'locus')           |       4.33 |     5
('senex', 'sedeo')             |       4.32 |     7
('nolo', 'ignoro')             |       4.32 |     5
('commode', 'possum')          |       4.32 |    12
('assumo', 'relinquo')         |       4.32 |     5
('galli', 'bellum')            |       4.32 |     6
('mitto', 'porcus')            |       4.32 |     5
('gratia', 'ago')              |       4.32 |    46
('senatus', 'consul')          |       4.31 |    13
('tollo', 'lapis')             |       4.31 |     6
('caesar', 'nuntius')          |       4.30 |     6
('navis', 'longus')            |       4.30 |     5
('daemonium', 'exeo')          |       4.30 |     7
('doceo', 'templum')           |       4.29 |     8
('impossibilis', 'deus')       |       4.29 |     5
('deus', 'isaac')              |       4.29 |    10
('isaac', 'deus')              |       4.29 |    10
('cornu', 'nomen')             |       4.29 |     5
('ovis', 'vox')                |       4.29 |     5
('loquor', 'lingua')           |       4.29 |    12
('sanctus', 'david')           |       4.29 |     6
('tam', 'quam')                |       4.28 |    38
('angelus', 'ecclesia')        |       4.28 |    10
('hostis', 'fuga')             |       4.28 |     7
('publicus', 'prosum')         |       4.27 |     6
('discumbo', 'accipio')        |       4.27 |     6
('epistula', 'lego')           |       4.26 |     5
('germani', 'transeo')         |       4.26 |     5
('aperio', 'liber')            |       4.26 |     8
('mater', 'uxor')              |       4.26 |     5
('porta', 'civitas')           |       4.26 |     7
('puer', 'mater')              |       4.25 |     6
('locus', 'umidus')            |       4.25 |     5
('dimitto', 'uxor')            |       4.25 |     9
('pono', 'monumentum')         |       4.25 |     7
('veritas', 'doceo')           |       4.24 |     5
('pilatus', 'iudaei')          |       4.24 |     5
('audio', 'sperno')            |       4.24 |     5
('lex', 'moses')               |       4.24 |    10
('gratia', 'abundo')           |       4.24 |     6
('hostis', 'pugno')            |       4.24 |     8
('similiter', 'et')            |       4.23 |    13
('vidua', 'mitto')             |       4.23 |     5
('ascendo', 'descendo')        |       4.23 |     6
('volo', 'mundo')              |       4.23 |     7
('abeo', 'iterum')             |       4.22 |     8
('generatio', 'quaero')        |       4.22 |     5
('turba', 'tango')             |       4.22 |     5
('pereo', 'novus')             |       4.22 |     6
('ignoro', 'frater')           |       4.22 |     9
('castra', 'hostis')           |       4.21 |    19
('amicitia', 'populus')        |       4.21 |     5
('senatus', 'auctoritas')      |       4.21 |     6
('magnus', 'praemium')         |       4.21 |     7
('summus', 'studium')          |       4.20 |     5
('totus', 'anima')             |       4.20 |     9
('mitto', 'carcer')            |       4.20 |    13
('hierosolyma', 'regio')       |       4.20 |     5
('malus', 'arbor')             |       4.20 |     7
('arbor', 'malus')             |       4.20 |     7
('christus', 'resurgo')        |       4.20 |    11
('relinquo', 'lapis')          |       4.20 |     8
('etenim', 'greek.expression') |       4.20 |     6
('facies', 'via')              |       4.20 |     5
('quaero', 'invenio')          |       4.20 |    26
('nisi', 'tantum')             |       4.19 |     5
('iustitia', 'fides')          |       4.19 |    11
('intro', 'domus')             |       4.19 |    17
('mitto', 'remi')              |       4.19 |     6
('apostolus', 'propheta')      |       4.18 |     5
('multo', 'quam')              |       4.17 |    12
('baptizo', 'spiritus')        |       4.17 |    13
('pilatus', 'corpus')          |       4.17 |     5
('obses', 'do')                |       4.17 |    22
('sapientia', 'virtus')        |       4.17 |     5
('peccator', 'discipulus')     |       4.16 |     5
('forte', 'invenio')           |       4.16 |     5
('nam', 'cato')                |       4.16 |     5
('iustus', 'iudicium')         |       4.16 |     6
('fuga', 'peto')               |       4.16 |     5
('locus', 'munio')             |       4.15 |     7
('mulier', 'vir')              |       4.15 |    22
('castra', 'contendo')         |       4.14 |     7
('iudaei', 'interficio')       |       4.14 |     7
('mons', 'oro')                |       4.14 |     5
('gratia', 'frango')           |       4.14 |     5
('caro', 'spiritus')           |       4.14 |    20
('peccatum', 'mors')           |       4.14 |     8
('copia', 'cogo')              |       4.14 |     5
('mentio', 'facio')            |       4.13 |     7
('legatus', 'legio')           |       4.13 |     6
('respondeo', 'aio')           |       4.12 |    50
('ecce', 'semino')             |       4.12 |     6
('roma', 'littera')            |       4.12 |    13
('ambulo', 'mare')             |       4.12 |     6
('copia', 'castra')            |       4.12 |    11
('iter', 'oppidum')            |       4.12 |     5
('stella', 'terra')            |       4.12 |     5
('mare', 'ascendo')            |       4.11 |     7
('littera', 'significo')       |       4.11 |     5
('ut', 'demonstro')            |       4.11 |     6
('obsecro', 'frater')          |       4.11 |     5
('multum', 'diligo')           |       4.11 |     5
('benedictus', 'venio')        |       4.11 |     8
('mina', 'habeo')              |       4.09 |     5
('et', 'caelestis')            |       4.08 |     7
('copia', 'facile')            |       4.08 |     5
('pario', 'nomen')             |       4.08 |     5
('oportet', 'patior')          |       4.08 |     8
('eruptio', 'facio')           |       4.08 |     6
('usque', 'mors')              |       4.07 |    10
('cor', 'anima')               |       4.07 |     6
('exeo', 'daemonium')          |       4.07 |     6
('gens', 'lingua')             |       4.07 |     5
('aedifico', 'domus')          |       4.07 |     7
('manus', 'latus')             |       4.07 |     6
('vae', 'civitas')             |       4.07 |     7
('paucus', 'dies')             |       4.07 |    21
('iterum', 'vado')             |       4.06 |     6
('filius', 'parens')           |       4.06 |     7
('baptizo', 'sanctus')         |       4.06 |     7
('vix', 'fero')                |       4.06 |     5
('locus', 'telum')             |       4.06 |     7
('accipio', 'piscis')          |       4.06 |     5
('exeo', 'inde')               |       4.06 |     7
('fructus', 'malus')           |       4.05 |     7
('res', 'administro')          |       4.05 |     9
('res', 'permoveo')            |       4.05 |     6
('filius', 'filia')            |       4.04 |     8
('cogito', 'cor')              |       4.04 |     6
('hierosolyma', 'templum')     |       4.04 |     8
('constituo', 'legatus')       |       4.04 |     6
('divido', 'pars')             |       4.04 |     8
('epistula', 'reddo')          |       4.04 |     6
('caelum', 'descendo')         |       4.04 |    14
('iam', 'trimalchio')          |       4.04 |     5
('domitius', 'greek.expression') |       4.04 |     5
('filius', 'abraham')          |       4.03 |    12
('pater', 'caelestis')         |       4.03 |     5
('germani', 'finis')           |       4.03 |     5
('numerus', 'occido')          |       4.03 |     6
('fides', 'salvus')            |       4.03 |     9
('templum', 'sacerdos')        |       4.02 |     6
('immundus', 'spiritus')       |       4.02 |     5
('exeo', 'monumentum')         |       4.02 |     5
('hic', 'surgo')               |       4.02 |     5
('salvus', 'fio')              |       4.01 |    15
('ut', 'supra')                |       4.01 |     6
('senex', 'princeps')          |       4.01 |     6
('ascendo', 'mons')            |       4.01 |     5
('equitatus', 'hostis')        |       4.01 |     6
('littera', 'roma')            |       4.01 |    12
('pater', 'abraham')           |       4.01 |    11
('hostis', 'proelium')         |       4.01 |    10
('descendo', 'maneo')          |       4.00 |     5
('ergo', 'pontifex')           |       4.00 |     6
('david', 'voco')              |       4.00 |     5
('subsidium', 'mitto')         |       3.99 |     5
('filius', 'revelo')           |       3.99 |     5
('panis', 'descendo')          |       3.99 |     5
('suscito', 'frater')          |       3.99 |     7
('discipulus', 'dormio')       |       3.99 |     5
('spes', 'studium')            |       3.99 |     5
('sto', 'mare')                |       3.98 |    10
('angelus', 'fortis')          |       3.98 |     5
('iacob', 'frater')            |       3.98 |    11
('ecce', 'hic')                |       3.98 |     9
('accedo', 'pharisaeus')       |       3.98 |     6
('abundo', 'gratia')           |       3.97 |     5
('exclamo', 'magnus')          |       3.97 |     7
('princeps', 'daemonium')      |       3.97 |     5
('christus', 'crucifigo')      |       3.97 |     9
('ago', 'frango')              |       3.96 |     6
('evangelium', 'christus')     |       3.96 |    12
('spatium', 'pes')             |       3.96 |     5
('spes', 'adduco')             |       3.96 |     6
('surgo', 'mortuus')           |       3.96 |     6
('quidem', 'certe')            |       3.96 |     6
('iesus', 'timotheus')         |       3.95 |     7
('caro', 'peccatum')           |       3.95 |     6

============================================================
TOP FREQUENT PAIRS (Raw Count)
------------------------------------------------------------
Pair                           | Count
------------------------------------------------------------
('autem', 'dico')              |   317
('dico', 'non')                |   307
('autem', 'non')               |   251
('non', 'possum')              |   239
('dico', 'autem')              |   232
('non', 'enim')                |   225
('res', 'publicus')            |   221
('iesus', 'dico')              |   215
('non', 'autem')               |   199
('non', 'dico')                |   193
('dico', 'facio')              |   189
('dico', 'dominus')            |   187
('dico', 'iesus')              |   174
('non', 'habeo')               |   174
('respondeo', 'dico')          |   160
('facio', 'autem')             |   151
('deus', 'autem')              |   151
('non', 'ne')                  |   147
('deus', 'non')                |   139
('non', 'video')               |   138
('non', 'facio')               |   137
('dico', 'venio')              |   128
('dico', 'deus')               |   128
('facio', 'non')               |   127
('enim', 'non')                |   126
('dico', 'video')              |   123
('autem', 'facio')             |   123
('dominus', 'iesus')           |   123
('video', 'dico')              |   121
('facio', 'dico')              |   119
('dico', 'ergo')               |   119
('iesus', 'christus')          |   119
('iesus', 'autem')             |   117
('autem', 'et')                |   116
('non', 'deus')                |   113
('deus', 'dico')               |   108
('audio', 'dico')              |   105
('video', 'non')               |   105
('amen', 'dico')               |   103
('habeo', 'non')               |   103
('dico', 'homo')               |   100
('autem', 'iesus')             |   100
('dico', 'filius')             |    99
('venio', 'dico')              |    98
('dico', 'enim')               |    97
('non', 'venio')               |    96
('habeo', 'dico')              |    92
('filius', 'homo')             |    91
('autem', 'deus')              |    91
('video', 'autem')             |    90
('habeo', 'autem')             |    89
('autem', 'venio')             |    89
('autem', 'video')             |    89
('deus', 'iesus')              |    88
('autem', 'dominus')           |    88
('enim', 'deus')               |    87
('autem', 'habeo')             |    86
('respondeo', 'iesus')         |    86
('discipulus', 'dico')         |    84
('dominus', 'dico')            |    82
('deus', 'enim')               |    81
('non', 'etiam')               |    81
('dico', 'habeo')              |    80
('ergo', 'dico')               |    80
('at', 'dico')                 |    80
('autem', 'dies')              |    80
('populus', 'romanus')         |    79
('spiritus', 'sanctus')        |    79
('christus', 'iesus')          |    79
('iesus', 'non')               |    77
('homo', 'non')                |    76
('venio', 'autem')             |    75
('venio', 'non')               |    75
('do', 'non')                  |    75
('non', 'credo')               |    75
('non', 'homo')                |    74
('deus', 'christus')           |    74
('scribo', 'non')              |    72
('non', 'do')                  |    72
('regnum', 'deus')             |    71
('homo', 'dico')               |    70
('autem', 'homo')              |    70
('ne', 'quidem')               |    70
('dominus', 'christus')        |    70
('dico', 'possum')             |    69
('enim', 'autem')              |    69
('christus', 'deus')           |    69
('enim', 'dico')               |    68
('possum', 'non')              |    68
('ne', 'possum')               |    67
('autem', 'frater')            |    67
('dico', 'ecce')               |    67
('dominus', 'non')             |    67
('deus', 'facio')              |    66
('facio', 'iesus')             |    65
('ne', 'enim')                 |    65
('sicut', 'et')                |    64
('dies', 'non')                |    64
('magnus', 'dico')             |    63
('princeps', 'sacerdos')       |    63
('iam', 'non')                 |    63
('iesus', 'deus')              |    63
('mitto', 'dico')              |    62
('vox', 'dico')                |    62
('dico', 'respondeo')          |    62
('filius', 'deus')             |    62
('venio', 'video')             |    61
('homo', 'autem')              |    61
('et', 'non')                  |    61
('dico', 'do')                 |    60
('enim', 'facio')              |    60
('video', 'enim')              |    60
('audio', 'autem')             |    60
('dominus', 'autem')           |    60
('multus', 'autem')            |    60
('non', 'audio')               |    60
('gratia', 'deus')             |    60
('dico', 'et')                 |    59
('audio', 'non')               |    59
('christus', 'non')            |    59
('interrogo', 'dico')          |    58
('vox', 'magnus')              |    58
('multus', 'dico')             |    58
('pater', 'dico')              |    57
('autem', 'multus')            |    57
('dico', 'volo')               |    56
('video', 'audio')             |    56
('dico', 'scio')               |    56
('ergo', 'iesus')              |    56
('non', 'solum')               |    56
('non', 'modo')                |    56
('aio', 'dico')                |    55
('dico', 'pater')              |    55
('christus', 'autem')          |    55
('dominus', 'deus')            |    55
('filius', 'autem')            |    55
('facio', 'et')                |    54
('deus', 'pater')              |    54
('facio', 'dies')              |    53
('facio', 'deus')              |    53
('video', 'facio')             |    53
('do', 'dico')                 |    53
('enim', 'homo')               |    53
('autem', 'spiritus')          |    53
('petrus', 'dico')             |    53
('facio', 'homo')              |    52
('autem', 'aio')               |    52
('dico', 'discipulus')         |    52
('non', 'pater')               |    52
('enim', 'habeo')              |    52
('facio', 'venio')             |    51
('dico', 'audio')              |    51
('loquor', 'dico')             |    51
('res', 'non')                 |    51
('verbum', 'deus')             |    50
('possum', 'dico')             |    50
('et', 'dico')                 |    50
('venio', 'iesus')             |    50
('filius', 'dico')             |    50
('homo', 'deus')               |    50
('respondeo', 'aio')           |    50
('non', 'ergo')                |    50
('non', 'res')                 |    50
('quidem', 'autem')            |    49
('iesus', 'aio')               |    49
('ne', 'non')                  |    49
('non', 'scio')                |    49
('non', 'volo')                |    49
('non', 'scribo')              |    49
('non', 'quam')                |    49
('tunc', 'dico')               |    48
('dies', 'dico')               |    48
('caelum', 'terra')            |    48
('ne', 'dico')                 |    48
('dies', 'autem')              |    48
('dico', 'credo')              |    48
('non', 'magnus')              |    48
('magnus', 'habeo')            |    47
('iesus', 'video')             |    47
('deus', 'homo')               |    47
('facio', 'magnus')            |    46
('possum', 'ne')               |    46
('audio', 'vox')               |    46
('testimonium', 'perhibeo')    |    46
('gratia', 'ago')              |    46
('video', 'venio')             |    46
('autem', 'audio')             |    46
('non', 'accipio')             |    46
('non', 'et')                  |    46
('possum', 'autem')            |    46
('iesus', 'venio')             |    45
('credo', 'non')               |    45
('ut', 'scribo')               |    45
('video', 'homo')              |    44
('dico', 'ne')                 |    44
('dico', 'magnus')             |    44
('habeo', 'ne')                |    44
('deus', 'do')                 |    44
('scio', 'dico')               |    44
('respondeo', 'autem')         |    44
('autem', 'volo')              |    44
('non', 'iesus')               |    44
('loquor', 'autem')            |    44
('et', 'autem')                |    44
('autem', 'christus')          |    44
('et', 'deus')                 |    44
('deus', 'dominus')            |    44
('lex', 'non')                 |    44
('volo', 'dico')               |    43
('dico', 'mitto')              |    43
('dico', 'propheta')           |    43
('venio', 'facio')             |    43
('mitto', 'non')               |    43
('dico', 'amen')               |    43
('dico', 'multus')             |    43
('non', 'multus')              |    43
('volo', 'non')                |    43
('pater', 'non')               |    43
('enim', 'ne')                 |    43
('magis', 'quam')              |    43
('facio', 'habeo')             |    42
('possum', 'res')              |    42
('facio', 'video')             |    42
('habeo', 'deus')              |    42
('homo', 'facio')              |    42
('res', 'magnus')              |    42
('salvus', 'facio')            |    42
('filius', 'non')              |    42
('dominus', 'facio')           |    42
('ergo', 'non')                |    42
('non', 'invenio')             |    42
('video', 'iesus')             |    42
('autem', 'mitto')             |    42
('do', 'autem')                |    42
('nunc', 'autem')              |    42
('mundus', 'non')              |    42
('volo', 'facio')              |    41
('clamo', 'dico')              |    41
('caelum', 'dico')             |    41
('turba', 'dico')              |    41
('bonus', 'facio')             |    41
('dies', 'venio')              |    41
('homo', 'habeo')              |    41
('accedo', 'dico')             |    41
('non', 'cognosco')            |    41
('dico', 'dies')               |    41
('autem', 'discipulus')        |    41
('credo', 'dico')              |    41
('non', 'loquor')              |    41
('autem', 'scio')              |    41
('non', 'tamen')               |    41
('video', 'multus')            |    40
('spiritus', 'dico')           |    40
('propheta', 'dico')           |    40
('respondeo', 'non')           |    40
('dico', 'frater')             |    40
('bonus', 'non')               |    40
('spiritus', 'non')            |    40
('autem', 'do')                |    40
('enim', 'video')              |    40
('nam', 'non')                 |    40
('possum', 'facio')            |    39
('ita', 'et')                  |    39
('et', 'facio')                |    39
('iesus', 'facio')             |    39
('accipio', 'non')             |    39
('non', 'bonus')               |    39
('scribo', 'enim')             |    39
('non', 'dominus')             |    39
('dico', 'vado')               |    39
('facio', 'enim')              |    39
('scio', 'autem')              |    39
('multus', 'non')              |    39
('non', 'lex')                 |    39
('dico', 'aio')                |    39
('facio', 'possum')            |    38
('habeo', 'audio')             |    38
('deus', 'filius')             |    38
('tam', 'quam')                |    38
('audio', 'video')             |    38
('do', 'facio')                |    38
('frater', 'autem')            |    38
('facio', 'dominus')           |    38
('dico', 'surgo')              |    38
('iesus', 'amen')              |    38
('autem', 'enim')              |    38
('quaero', 'non')              |    38
('dico', 'at')                 |    38
('possum', 'enim')             |    38
('do', 'habeo')                |    37
('dico', 'exeo')               |    37
('gigno', 'autem')             |    37
('autem', 'gigno')             |    37
('nomen', 'iesus')             |    37
('frater', 'non')              |    37
('venio', 'dominus')           |    37
('non', 'mitto')               |    37
('dies', 'facio')              |    37
('tamen', 'non')               |    37
('magnus', 'facio')            |    36
('auris', 'audio')             |    36
('dico', 'accipio')            |    36
('dico', 'caelum')             |    36
('deus', 'audio')              |    36
('video', 'ne')                |    36
('audio', 'verbum')            |    36
('habeo', 'res')               |    36
('legatus', 'mitto')           |    36
('spiritus', 'autem')          |    36
('autem', 'magnus')            |    36
('deus', 'venio')              |    36
('multus', 'quam')             |    36
('verbum', 'non')              |    36
('iesus', 'discipulus')        |    36
('loquor', 'non')              |    36
('dico', 'christus')           |    36
('sicut', 'dico')              |    36
('non', 'sicut')               |    36
('non', 'puto')                |    36
('ut', 'video')                |    36
('senatus', 'consultum')       |    35
('quintus', 'frater')          |    35
('iter', 'facio')              |    35
('solum', 'etiam')             |    35
('res', 'scribo')              |    35
('autem', 'filius')            |    35
('regnum', 'caelum')           |    35
('pharisaeus', 'dico')         |    35
('enim', 'possum')             |    35
('spiritus', 'deus')           |    35
('fio', 'non')                 |    35
('autem', 'pater')             |    35
('magnus', 'autem')            |    35
('manduco', 'dico')            |    35
('autem', 'petrus')            |    35
('non', 'manduco')             |    35
('vita', 'aeternus')           |    35
('credo', 'autem')             |    35
('ago', 'non')                 |    35
('cum', 'tum')                 |    35
('facio', 'scio')              |    34
('video', 'habeo')             |    34
('ne', 'habeo')                |    34
('gratia', 'dominus')          |    34
('dico', 'nolo')               |    34
('non', 'filius')              |    34
('aio', 'iesus')               |    34
('pater', 'autem')             |    34
('pater', 'iesus')             |    34
('homo', 'enim')               |    34
('multus', 'facio')            |    34
('invenio', 'dico')            |    34
('tempus', 'non')              |    34
('sicut', 'non')               |    34
('dico', 'petrus')             |    34
('pater', 'filius')            |    34
('scio', 'non')                |    34
('autem', 'verbum')            |    34
('non', 'dies')                |    34
('autem', 'paulus')            |    34
('audio', 'facio')             |    33
('video', 'res')               |    33
('multus', 'res')              |    33
('res', 'facio')               |    33
('magnus', 'res')              |    33
('video', 'magnus')            |    33
('angelus', 'dico')            |    33
('habeo', 'video')             |    33
('habeo', 'do')                |    33
('dico', 'eo')                 |    33
('iesus', 'dominus')           |    33
('quam', 'non')                |    33
('non', 'intellego')           |    33
('potius', 'quam')             |    33
('non', 'nam')                 |    33
('greek.expression', 'enim')   |    33
('quare', 're')                |    33
('dico', 'spiritus')           |    32
('res', 'ne')                  |    32
('possum', 'video')            |    32
('dico', 'loquor')             |    32
('ne', 'res')                  |    32
('facio', 'res')               |    32
('dominus', 'venio')           |    32
('facio', 'mitto')             |    32
('ut', 'dico')                 |    32
('multus', 'venio')            |    32
('amen', 'non')                |    32
('discipulus', 'autem')        |    32
('venio', 'dies')              |    32
('venio', 'enim')              |    32
('manduco', 'bibo')            |    32
('dico', 'magister')           |    32
('enim', 'christus')           |    32
('sicut', 'scribo')            |    32
