============================================================
CICERO FULL CORPUS ANALYSIS (Stanza Lemmatization)
Source: Latin Library (138 files)
============================================================

Target Check: ('timor', 'afficio') = 0

Pair                           | Count
('alter', 'qui')               |    24
('alter', 'sum')               |    24
('quod', 'si')                 |    24
('habeo', 'ut')                |    24
('dico', 'tu')                 |    24
(';', 'meus')                  |    24
(',', 'malus')                 |    24
('aut', 'hic')                 |    24
(',', 'numero')                |    24
(',', 'tres')                  |    24
('loquor', 'sum')              |    24
(',', 'communis')              |    24
(',', 'contemno')              |    24
('(', 'atque')                 |    24
('sane', 'sum')                |    24
('in', 'verbum')               |    24
('ab', 'quod')                 |    24
('ego', 'etiam')               |    24
('?', 'aut')                   |    24
(';', 'ita')                   |    24
('dico', 'nec')                |    24
(',', 'addo')                  |    24
(',', 'consto')                |    24
('c.us', 'sum')                |    24
(',', 'iustitia')              |    24
(',', 'plane')                 |    24
(',', 'tertius')               |    24
('omnis', 'sed')               |    24
(',', 'ves')                   |    24
(',', 'sin')                   |    24
(',', 'utilis')                |    24
('et', 'gratia')               |    24
('inquam', 'tu')               |    24
(',', 'cotta')                 |    24
(',', 'consus')                |    24
('et', 'liber')                |    23
('liber', 'qui')               |    23
('.', 'etsi')                  |    23
('cum', 'nam')                 |    23
('omnis', 'sui')               |    23
('ad', 'si')                   |    23
(')', 'video')                 |    23
(',', 'casus')                 |    23
('dolor', 'et')                |    23
('atque', 'ut')                |    23
('(', 'res')                   |    23
(')', 'res')                   |    23
('possum', 'res')              |    23
(',', 'admiror')               |    23
('is', 'video')                |    23
(',', 'motus')                 |    23
(',', 'unde')                  |    23
('efficio', 'qui')             |    23
('quaero', 'sum')              |    23
('.', 'sermo')                 |    23
('aut', 'dico')                |    23
('de', 'multus')               |    23
('quisquam', 'sum')            |    23
('fio', 'qui')                 |    23
('.', 'paulus')                |    23
('et', 'loquor')               |    23
('dico', 'nihil')              |    23
(':', 'quis')                  |    23
('?', 'iste')                  |    23
(',', 'capio')                 |    23
(',', 'propter')               |    23
('is', 'vido')                 |    23
('sum', 'volo')                |    23
('qui', 'summus')              |    23
('idem', 'ut')                 |    23
('natura', 'sum')              |    23
(',', 'partim')                |    23
('ne', 'qui')                  |    23
('ad', 'de')                   |    23
(',', 'adipiscor')             |    23
('et', 'vir')                  |    23
('tamen', 'tu')                |    23
('facio', 'quod')              |    23
(',', 'bellus')                |    23
(',', 'occido')                |    23
('in', 'pars')                 |    23
('(', 'ipse')                  |    23
('.', 'sine')                  |    23
('ille', 'possum')             |    23
('sum', 'uterque')             |    23
(',', 'adhibeo')               |    23
('ego', 'possum')              |    23
('in', 'verso')                |    23
(',', 'facultas')              |    23
('autem', 'res')               |    23
('in', 'iudicium')             |    23
(',', 'f.')                    |    23
('civilis', 'ius')             |    23
('.', 'q')                     |    23
('ego', 'neque')               |    23
('ego', 'littera')             |    23
('(', 'brutus')                |    23
('omnis', 'tu')                |    22
('ego', 'ex')                  |    22
('ad', 'virtus')               |    22
('is', 'virtus')               |    22
('beatus', 'et')               |    22
('(', 'quam')                  |    22
('(', 'video')                 |    22
(',', 'cado')                  |    22
('homo', 'possum')             |    22
('noster', 'res')              |    22
('ab', 'omnis')                |    22
('cum', 'tempus')              |    22
('omnino', 'sum')              |    22
('et', 'lex')                  |    22
('ab', 'ad')                   |    22
('nos', 'ut')                  |    22
('bene', 'et')                 |    22
('debeo', 'is')                |    22
('scio', 'sum')                |    22
(';', 'alius')                 |    22
(',', 'specto')                |    22
('.', 'post')                  |    22
('consequor', 'qui')           |    22
('beatus', 'possum')           |    22
('non', 'tuus')                |    22
('ego', 'video')               |    22
('?', 'beatus')                |    22
(',', 'miser')                 |    22
(',', 'sapientia')             |    22
('?', 'si')                    |    22
('quis', 'tu')                 |    22
(',', 'dignitas')              |    22
('qui', 'virtus')              |    22
('liber', 'sum')               |    22
('hic', 'magnus')              |    22
('bonum', 'is')                |    22
('puto', 'sum')                |    22
('?', 'cum')                   |    22
('tuus', 'ut')                 |    22
(';', 'homo')                  |    22
('qui', 'semper')              |    22
('alius', 'cum')               |    22
('et', 'nihil')                |    22
('hic', 'locus')               |    22
(',', 'rex')                   |    22
(')', 'omnis')                 |    22
('et', 'nascor')               |    22
('etiam', 'modus')             |    22
(',', 'munus')                 |    22
('is', 'nullus')               |    22
('ipse', 'tu')                 |    22
('et', 'fero')                 |    22
('numerus', 'sum')             |    22
('.', 'consequor')             |    22
('.', 'fio')                   |    22
(',', 'doleo')                 |    22
('.', 'iudico')                |    22
(',', 'certus')                |    22
('atque', 'tu')                |    22
(',', 'vico')                  |    22
(',', 'copia')                 |    22
(',', 'rogo')                  |    22
('in', 'ne')                   |    22
('atque', 'res')               |    22
('.', 'p.')                    |    22
(',', 'pater')                 |    22
('causa', 'non')               |    22
(',', 'quemadmodum')           |    22
('is', 'meus')                 |    22
('audio', 'et')                |    22
('crassus', 'et')              |    22
(':', 'brutus')                |    22
('habitus', 'sum')             |    22
('is', 'nos')                  |    21
('ex', 'res')                  |    21
('ad', 'tuus')                 |    21
('ad', 'vivo')                 |    21
('in', 'virtus')               |    21
('in', 'satis')                |    21
('hic', 'idem')                |    21
('possum', 'tu')               |    21
('is', 'vita')                 |    21
('et', 'utor')                 |    21
('quam', 'ut')                 |    21
('possum', 'sed')              |    21
('philosophus', 'sum')         |    21
('cum', 'quam')                |    21
('modus', 'possum')            |    21
('causa', 'res')               |    21
('nec', 'vero')                |    21
('cum', 'idem')                |    21
('is', 'quidam')               |    21
('et', 'natura')               |    21
('ceterus', 'qui')             |    21
('nihil', 'ut')                |    21
(',', 'valeo')                 |    21
(')', 'tu')                    |    21
('beatus', 'hic')              |    21
(',', 'ergo')                  |    21
(';', 'iam')                   |    21
(';', 'scribo')                |    21
('sed', 'tuus')                |    21
(',', 'praeter')               |    21
('ego', 'quis')                |    21
('apud', 'sum')                |    21
('magnus', 'res')              |    21
(';', 'genus')                 |    21
('quamquam', 'sum')            |    21
('etiam', 'quod')              |    21
('ego', 'tum')                 |    21
(',', 'quare')                 |    21
('inquam', 'qui')              |    21
('inquam', 'quidem')           |    21
('dico', 'ita')                |    21
('quisquis', 'sum')            |    21
('aut', 'quod')                |    21
('annus', 'et')                |    21
('iam', 'is')                  |    21
(',', 'amo')                   |    21
(':', 'cum')                   |    21
(',', 'coepi')                 |    21
(';', 'aut')                   |    21
('ab', 'idem')                 |    21
('qui', 'verbum')              |    21
('etiam', 'tu')                |    21
('.', 'utor')                  |    21
('.', 'cognosco')              |    21
('et', 'populus')              |    21
(',', 'provincia')             |    21
('.', 'ius')                   |    21
('inquam', 'vero')             |    21
('ad', 'noster')               |    21
(',', 'existimo')              |    21
(',', 'quando')                |    21
('quod', 'res')                |    21
('.', 'uterque')               |    21
(',', 'salus')                 |    21
('sermo', 'sum')               |    21
('scribo', 'tu')               |    21
(';', 'orator')                |    21
('dico', 'orator')             |    21
(',', 'disputatio')            |    20
('ad', 'ipse')                 |    20
('ipse', 'quod')               |    20
('contineo', 'sum')            |    20
('et', 'tam')                  |    20
('fortuna', 'sum')             |    20
('sum', 'tantus')              |    20
(',', 'adiungo')               |    20
('autem', 'cum')               |    20
(',', 'augeo')                 |    20
(',', 'urbs')                  |    20
('is', 'nisi')                 |    20
('eloquentia', 'qui')          |    20
('et', 'ingenium')             |    20
('inter', 'sum')               |    20
('aut', 'et')                  |    20
('nec', 'sed')                 |    20
('in', 'modus')                |    20
('in', 'nos')                  |    20
('ipse', 'res')                |    20
('dico', 'magnus')             |    20
('ab', 'sed')                  |    20
(',', 'numerus')               |    20
('.', 'quaero')                |    20
('et', 'ratio')                |    20
(')', 'ad')                    |    20
('qualis', 'sum')              |    20
('dico', 'modus')              |    20
('beatus', 'non')              |    20
('?', 'igitur')                |    20
('magis', 'sum')               |    20
('ab', 'sui')                  |    20
(';', 'video')                 |    20
('homo', 'non')                |    20
('?', 'vero')                  |    20
('idem', 'is')                 |    20
('ad', 'enim')                 |    20
('.', 'doceo')                 |    20
('.', 'parue')                 |    20
('lex', 'qui')                 |    20
('lex', 'sum')                 |    20
(',', 'umquam')                |    20
('(', 'quidem')                |    20
('non', 'puto')                |    20
('locus', 'qui')               |    20
(',', 'valetudo')              |    20
(',', 'divitiae')              |    20
('de', 'in')                   |    20
(',', 'ob')                    |    20
('(', 'idem')                  |    20
('autem', 'ille')              |    20
(',', 'interitus')             |    20
('sum', 'vel')                 |    20
('ille', 'nec')                |    20
('sum', 'virus')               |    20
('audio', 'sum')               |    20
('ita', 'sed')                 |    20
('hic', 'oratio')              |    20
('filius', 'qui')              |    20
(',', 'comparo')               |    20
('aut', 'ut')                  |    20
(',', 'sensus')                |    20
(';', 'quidam')                |    20
('.', 'nemo')                  |    20
('is', 'nemo')                 |    20
('.', 'debeo')                 |    20
('cognosco', 'sum')            |    20
(':', 'ut')                    |    20
('etiam', 'ille')              |    20
('ad', 'etiam')                |    20
('do', 'qui')                  |    20
(',', 'civilis')               |    20
(',', 'amor')                  |    20
(',', 'puer')                  |    20
('res', 'tuus')                |    20
('cum', 'summus')              |    20
('in', 'ratio')                |    20
('ad', 'aut')                  |    20
('morior', 'qui')              |    20
(',', 'opinio')                |    20
('non', 'suus')                |    20
('facilis', 'sum')             |    20
('.', 'facilis')               |    20
('laus', 'qui')                |    20
('ad', 'atque')                |    20
(',', 'par')                   |    20
(',', 'aio')                   |    20
(',', 'quantus')               |    20
('causa', 'dico')              |    20
(',', 'cogito')                |    20
(';', 'tum')                   |    20
('ars', 'sum')                 |    20
('civitas', 'in')              |    20
(':', 'si')                    |    20
(',', 'hortior')               |    20
(';', 'atque')                 |    20
('ego', 'ne')                  |    20
(',', 'tribunus')              |    20
(',', 'historia')              |    20
('non', 'orator')              |    20
('et', 'lius')                 |    20
('dies', 'sum')                |    19
('ex', 'omnis')                |    19
('beatus', 'vivo')             |    19
('et', 'probo')                |    19
('enim', 'omnis')              |    19
(',', 'invenio')               |    19
('perfectus', 'sum')           |    19
('do', 'et')                   |    19
('ex', 'quod')                 |    19
('non', 'noster')              |    19
('de', 'non')                  |    19
('sum', 'ullus')               |    19
('autem', 'omnis')             |    19
('hic', 'nos')                 |    19
('possum', 'sine')             |    19
('laudo', 'sum')               |    19
('hic', 'sui')                 |    19
(',', 'longe')                 |    19
('nec', 'non')                 |    19
('ab', 'homo')                 |    19
('et', 'sapiens')              |    19
(':', 'sui')                   |    19
('quaero', 'qui')              |    19
('ago', 'et')                  |    19
('alius', 'hic')               |    19
('alius', 'dico')              |    19
('noster', 'ut')               |    19
('similis', 'sum')             |    19
('in', 'locus')                |    19
('?', 'ad')                    |    19
(',', 'gravitas')              |    19
('ipse', 'quam')               |    19
(',', 'patior')                |    19
('?', 'modus')                 |    19
('aut', 'quis')                |    19
('(', 'quis')                  |    19
('ut', 'vido')                 |    19
('ille', 'sic')                |    19
('nullus', 'ut')               |    19
('et', 'sic')                  |    19
('.', 'alter')                 |    19
('cum', 'magnus')              |    19
('.', 'semper')                |    19
('aliquis', 'qui')             |    19
(',', 'audeo')                 |    19
(',', 'reprehendo')            |    19
('?', 'quam')                  |    19
('aut', 'cum')                 |    19
('.', 'quare')                 |    19
('.', 'ergo')                  |    19
('(', 'si')                    |    19
('fero', 'qui')                |    19
('alter', 'et')                |    19
('(', 'oratio')                |    19
('.', 'licet')                 |    19
(',', 'imperium')              |    19
('aliquis', 'sum')             |    19
('alter', 'in')                |    19
('ceterus', 'in')              |    19
('in', 'ita')                  |    19
('magnus', 'si')               |    19
('alius', 'non')               |    19
('multus', 'sed')              |    19
(',', 'caesaris')              |    19
('etiam', 'quidam')            |    19
(')', 'habeo')                 |    19
('.', 'ante')                  |    19
(':', 'ad')                    |    19
('.', 'fere')                  |    19
('atque', 'ille')              |    19
('facio', 'non')               |    19
(')', 'de')                    |    19
('.', 'vo')                    |    19
('magnus', 'sed')              |    19
(',', 'forte')                 |    19
('causa', 'multus')            |    19
('habeo', 'si')                |    19
(',', 'prudens')               |    19
('in', 'laus')                 |    19
('non', 'oratio')              |    19
('c.us', 'et')                 |    19
('.', 'pro')                   |    19
('a.', 'canus')                |    19
('tu', 'video')                |    19
(',', 'pomponius')             |    19
('dico', 'pro')                |    19
('.', 'qaes')                  |    19
('bruo', 'inquam')             |    19
('.', 'atticus')               |    19
('is', 'orator')               |    19
('ad', 'sui')                  |    18
('quod', 'sui')                |    18
('nec', 'ut')                  |    18
('et', 'sententia')            |    18
(')', 'ipse')                  |    18
(',', 'antea')                 |    18
('ex', 'pars')                 |    18
('nunc', 'sum')                |    18
('atque', 'homo')              |    18
('.', 'quisquam')              |    18
(',', 'etiamsi')               |    18
('?', 'sed')                   |    18
('ab', 'possum')               |    18
(',', 'antiquus')              |    18
('cum', 'video')               |    18
('(', ';')                     |    18
('qui', 'vel')                 |    18
('res', 'sed')                 |    18
('qui', 'sermo')               |    18
('in', 'sermo')                |    18
('.', 'instituo')              |    18
('et', 'memoria')              |    18
('hic', 'video')               |    18
('.', 'recte')                 |    18
('ad', 'quis')                 |    18
('.', 'certe')                 |    18
('facio', 'tu')                |    18
('aliqui', 'sum')              |    18
('multo', 'sum')               |    18
('relinquo', 'sum')            |    18
('.', 'relinquo')              |    18
('dolor', 'sum')               |    18
('ad', 'modus')                |    18
(',', 'superior')              |    18
('.', 'pars')                  |    18
(',', 'cupiditas')             |    18
('per', 'sui')                 |    18
('itaque', 'sum')              |    18
('iam', 'non')                 |    18
('beatus', 'semper')           |    18
('in', 'malus')                |    18
('malum', 'sum')               |    18
(';', 'beatus')                |    18
(';', 'vita')                  |    18
(',', 'ubi')                   |    18
('beatus', 'dico')             |    18
(')', 'quod')                  |    18
('autem', 'dico')              |    18
('multus', 'quam')             |    18
(')', 'idem')                  |    18
('in', 'sententia')            |    18
('idem', 'quod')               |    18
(')', 'si')                    |    18
('in', 'vido')                 |    18
('.', 'sententia')             |    18
('beatus', 'sapiens')          |    18
('omnis', 'unus')              |    18
('.', 'verbum')                |    18
('idem', 'res')                |    18
('animus', 'is')               |    18
('.', 'quoniam')               |    18
('ante', 'paulus')             |    18
('oratio', 'ut')               |    18
(',', 'ignoro')                |    18
('sum', 'vir')                 |    18
('enim', 'nec')                |    18
('cum', 'quidem')              |    18
('omnis', 'tum')               |    18
(';', 'semper')                |    18
('atque', 'dico')              |    18
(',', 'etenim')                |    18
('cum', 'habeo')               |    18
('ab', 'causa')                |    18
('refero', 'sum')              |    18
('hic', 'nec')                 |    18
('aut', 'etiam')               |    18
('autem', 'ut')                |    18
('numquam', 'sum')             |    18
('consulus', 'sum')            |    18
('.', 'cn')                    |    18
('qui', 'tam')                 |    18
('.', 'tam')                   |    18
('accipio', 'qui')             |    18
('.', 'duo')                   |    18
('dico', 'quidam')             |    18
('cum', 'quidam')              |    18
('iudico', 'sum')              |    18
('ego', 'habeo')               |    18
(',', 'velleo')                |    18
(',', 'plenus')                |    18
('iudico', 'qui')              |    18
('ego', 'multus')              |    18
('.', 'adulesco')              |    18
('et', 'vis')                  |    18
(',', 'cursus')                |    18
('.', 'do')                    |    18
('quoniam', 'sum')             |    18
('auctoritas', 'et')           |    18
('et', 'multo')                |    18
(',', 'paro')                  |    18
('ab', 'si')                   |    18
(',', 'alexander')             |    18
('(', 'multus')                |    18
('ille', 'oratio')             |    18
(',', 'posterus')              |    18
('aut', 'res')                 |    18
('is', 'tuus')                 |    18
('gratus', 'sum')              |    18
('ad', 'homo')                 |    18
('aetas', 'hic')               |    18
(',', 'nolo')                  |    18
('nec', 'res')                 |    18
('et', 'volo')                 |    18
(',', 'romanus')               |    18
(',', 'beneficium')            |    18
('et', 'facilis')              |    18
('.', 'numerus')               |    18
('quam', 'sed')                |    18
(')', 'm.')                    |    18
('.', 'consulus')              |    18
('a.', 'unus')                 |    18
('canus', 'unus')              |    18
('.', 'roma')                  |    18
('ab', 'tuus')                 |    18
('omnis', 'tuus')              |    18
('frater', 'tuus')             |    18
('p.', 'sum')                  |    18
(',', 'ingenus')               |    18
('brutus', 'tum')              |    18
('lius', 'qui')                |    18
('filius', 'sum')              |    18
('de', 'quam')                 |    17
('ad', 'scribo')               |    17
('ad', 'multus')               |    17
('probo', 'sum')               |    17
('et', 'fortuna')              |    17
('.', 'studium')               |    17
('et', 'vivo')                 |    17
('ad', 'satis')                |    17
('qui', 'satis')               |    17
('fortuna', 'qui')             |    17
('cum', 'enim')                |    17
('.', 'dies')                  |    17
('bene', 'sum')                |    17
('etiam', 'multus')            |    17
('hic', 'vita')                |    17
(',', 'opinor')                |    17
('cum', 'tamen')               |    17
('graecus', 'qui')             |    17
(':', 'quidem')                |    17
('autem', 'genus')             |    17
('genus', 'is')                |    17
('hic', 'sic')                 |    17
('et', 'motus')                |    17
('et', 'teneo')                |    17
('ad', 'possum')               |    17
(',', '-')                     |    17
('-', '?')                     |    17
('ob', 'res')                  |    17
('intellego', 'possum')        |    17
(',', 'novus')                 |    17
('ego', 'iste')                |    17
('is', 'itaque')               |    17
(';', 'vido')                  |    17
('nam', 'non')                 |    17
('is', 'volo')                 |    17
('de', 'scribo')               |    17
('nihil', 'nisi')              |    17
(')', 'tamen')                 |    17
('.', 'contra')                |    17
('et', 'iste')                 |    17
(',', 'statuo')                |    17
('ille', 'omnis')              |    17
(',', 'valio')                 |    17
('?', 'an')                    |    17
('?', 'quod')                  |    17
('qui', 'sententia')           |    17
(',', 'suscipio')              |    17
(';', 'bonus')                 |    17
(';', 'bonum')                 |    17
('sapiens', 'semper')          |    17
('hic', 'unus')                |    17
('loquor', 'qui')              |    17
('nullus', 'possum')           |    17
('.', 'gloria')                |    17
(',', 'censeo')                |    17
(',', 'aliquando')             |    17
('is', 'noster')               |    17
(',', 'aptus')                 |    17
(',', 'fortis')                |    17
(')', 'ex')                    |    17
('hic', 'quidam')              |    17
(',', 'terra')                 |    17
('neque', 'qui')               |    17
('.', 'vis')                   |    17
('is', 'ne')                   |    17
(',', 'noceo')                 |    17
('ab', 'atque')                |    17
('?', 'omnis')                 |    17
('atque', 'cum')               |    17
(',', 'verso')                 |    17
('autem', 'oratio')            |    17
('et', 'intellego')            |    17
('et', 'tantum')               |    17
('ad', 'ille')                 |    17
('m.', 'qui')                  |    17
('c.us', 'qui')                |    17
(';', 'nemo')                  |    17
(',', 'respondeo')             |    17
('cum', 'facio')               |    17
(',', 'auctor')                |    17
('in', 'summus')               |    17
(',', 'civus')                 |    17
(',', 'careo')                 |    17
('(', 'iam')                   |    17
(',', 'actio')                 |    17
('aut', 'quam')                |    17
(')', 'oratio')                |    17
('fere', 'qui')                |    17
('cum', 'quod')                |    17
('dico', 'laus')               |    17
('in', 'uterque')              |    17
('.', 'reliquus')              |    17
('puto', 'qui')                |    17
('non', 'satis')               |    17
('et', 'soleo')                |    17
('multus', 'oratio')           |    17
(',', 'alienus')               |    17
('fere', 'sum')                |    17
(',', 'molestia')              |    17
('orator', 'sed')              |    17
('ius', 'sum')                 |    17
('dico', 'inquam')             |    17
('ad', 'causa')                |    17
('et', 'graecus')              |    17
('causa', 'ut')                |    17
('ago', 'in')                  |    17
('sum', 'utilis')              |    17
(',', 'adiuvo')                |    17
('cum', 'tu')                  |    17
('qui', 'senatus')             |    17
('si', 'tuus')                 |    17
(';', 'quam')                  |    17
('.', 'scremiastio')           |    17
('.', 'oro')                   |    17
('dico', 'ex')                 |    17
('et', 'latinus')              |    17
('cum', 'orator')              |    17
('orator', 'ut')               |    17
(',', 'canus')                 |    17
('ego', 'scribo')              |    16
('.', 'vivo')                  |    16
('dico', 'nam')                |    16
('in', 'studium')              |    16
('et', 'invenio')              |    16
('virtus', 'vita')             |    16
('quis', 'sed')                |    16
(',', 'peto')                  |    16
(',', 'trado')                 |    16
('.', 'nunc')                  |    16
('.', 'bene')                  |    16
('mors', 'sum')                |    16
('?', 'ut')                    |    16
('ipse', 'quidem')             |    16
('ipse', 'possum')             |    16
('ante', 'et')                 |    16
('(', 'habeo')                 |    16
(',', 'plato')                 |    16
('et', 'gloria')               |    16
('duco', 'sum')                |    16
('.', 'praesto')               |    16
(',', 'socrates')              |    16
('et', 'numerus')              |    16
('qui', 'usus')                |    16
(',', 'nuper')                 |    16
('-', '.')                     |    16
('solum', 'sum')               |    16
('magis', 'quam')              |    16
('ab', 'autem')                |    16
('si', 'vita')                 |    16
('ego', 'modus')               |    16
('?', 'sui')                   |    16
('qui', 'vis')                 |    16
('efficio', 'sum')             |    16
('(', 'omnis')                 |    16
('cum', 'si')                  |    16
(',', 'sumo')                  |    16
(',', 'explico')               |    16
('multus', 'possum')           |    16
('suus', 'ut')                 |    16
(';', 'neque')                 |    16
('quod', 'sed')                |    16
('brutus', 'et')               |    16
('ad', 'tamen')                |    16
('meus', 'non')                |    16
('et', 'locus')                |    16
('etiam', 'scribo')            |    16
('honor', 'qui')               |    16
('magnus', 'multo')            |    16
('intellego', 'non')           |    16
('quis', 'ut')                 |    16
(';', 'modus')                 |    16
('.', 'soleo')                 |    16
('bonus', 'is')                |    16
('idem', 'omnis')              |    16
('.', 'laudo')                 |    16
('bonus', 'quam')              |    16
('cum', 'unus')                |    16
('omnis', 'possum')            |    16
('delecto', 'qui')             |    16
(',', 'omnisqui')              |    16
('nunc', 'qui')                |    16
('sed', 'video')               |    16
('brutus', 'sum')              |    16
(',', 'tollo')                 |    16
(',', 'fruor')                 |    16
(',', 'maneo')                 |    16
('is', 'sic')                  |    16
('aliqui', 'qui')              |    16
(',', 'proprius')              |    16
('multus', 'quod')             |    16
('etiam', 'sui')               |    16
('animus', 'non')              |    16
(';', 'facio')                 |    16
('.', 'fero')                  |    16
('nullus', 'res')              |    16
(';', 'suus')                  |    16
('m.', 'sum')                  |    16
('annus', 'qui')               |    16
('cum', 'iam')                 |    16
('(', 'ex')                    |    16
('nescio', 'qui')              |    16
('meus', 'ut')                 |    16
('annus', 'post')              |    16
(',', 'redeo')                 |    16
('officium', 'sum')            |    16
('etiam', 'quidem')            |    16
('qui', 'soleo')               |    16
('.', 'numquam')               |    16
('fio', 'possum')              |    16
('(', 'itaque')                |    16
(')', 'itaque')                |    16
(',', 'secundus')              |    16
(',', 'eloquor')               |    16
('hic', 'vero')                |    16
('ab', 'absum')                |    16
('inquam', 'non')              |    16
('at', 'vero')                 |    16
('necessarius', 'sum')         |    16
(')', 'multus')                |    16
('etiam', 'quam')              |    16
('enim', 'noster')             |    16
(',', 'iustus')                |    16
('paulus', 'sum')              |    16
('aetas', 'in')                |    16
('ius', 'qui')                 |    16
('is', 'utor')                 |    16
('non', 'scribo')              |    16
('.', 'vel')                   |    16
('.', 'graecus')               |    16
('et', 'sine')                 |    16
('atque', 'meus')              |    16
('.', 'opus')                  |    16
(',', 'cura')                  |    16
('in', 'tam')                  |    16
('publicus', 'ut')             |    16
(',', 'sive')                  |    16
('hic', 'publicus')            |    16
(',', 'quicum')                |    16
('cum', 'homo')                |    16
(',', 'largitio')              |    16
('enim', 'habeo')              |    16
('forum', 'in')                |    16
('et', 'uterque')              |    16
(';', 'causa')                 |    16
(',', 'contentio')             |    16
('idem', 'tempus')             |    16
('do', 'opus')                 |    16
(',', 'disertus')              |    16
('consulus', 'et')             |    16
('littera', 'tu')              |    16
(',', 'tanto')                 |    16
(',', 'atticulus')             |    16
('oro', 'sum')                 |    16
('in', 'oro')                  |    16
('de', 'inquam')               |    16
(',', 'latine')                |    16
(',', 'antonius')              |    16
('.', 'disputo')               |    15
('sum', 'vivo')                |    15
('(', 'quod')                  |    15
(',', 'confero')               |    15
('bonus', 'res')               |    15
('si', 'virtus')               |    15
('?', 'virtus')                |    15
('non', 'vero')                |    15
('ne', 'non')                  |    15
('ad', 'quam')                 |    15
('hic', 'sententia')           |    15
('quam', 'tuus')               |    15
('res', 'tum')                 |    15
('ex', 'magnus')               |    15
('homo', 'vita')               |    15
('pote', 'quam')               |    15
('ab', 'multus')               |    15
(',', 'accuso')                |    15
(',', 'error')                 |    15
('.', 'arbitror')              |    15
(')', 'quam')                  |    15
('nomen', 'sum')               |    15
('?', 'etiam')                 |    15
('quisque', 'res')             |    15
(',', 'nomino')                |    15
('.', 'sapiens')               |    15
('et', 'reliquus')             |    15
(')', 'sui')                   |    15
(',', 'item')                  |    15
(',', 'servo')                 |    15
('ceterus', 'sum')             |    15
('pro', 'qui')                 |    15
('hic', 'sermo')               |    15
(',', 'magnitudo')             |    15
('de', 'etiam')                |    15
('consuetudo', 'et')           |    15
('ad', 'mitto')                |    15
('brutus', 'ego')              |    15
('dico', 'video')              |    15
('qui', 'vivo')                |    15
('is', 'ob')                   |    15
('possum', 'quam')             |    15
('hic', 'virtus')              |    15
(';', 'virtus')                |    15
(';', 'ne')                    |    15
('ipse', 'video')              |    15
('beatus', 'omnis')            |    15
('.', 'q.')                    |    15
('cum', 'dolor')               |    15
('ago', 'sum')                 |    15
('quidem', 'si')               |    15
('ego', 'ratio')               |    15
('aut', 'enim')                |    15
('dolor', 'qui')               |    15
(',', 'denique')               |    15
(':', 'res')                   |    15
('cur', 'sum')                 |    15
('et', 'pro')                  |    15
('doceo', 'sum')               |    15
('ad', 'magnus')               |    15
('quidem', 'quod')             |    15
('omnis', 'quidem')            |    15
('habeo', 'quod')              |    15
('pono', 'sum')                |    15
('tu', 'vido')                 |    15
('.', 'quisque')               |    15
(',', 'imperator')             |    15
('genus', 'ut')                |    15
('gloria', 'qui')              |    15
('duo', 'sum')                 |    15
('bonus', 'dico')              |    15
('in', 'liber')                |    15
('.', 'valeo')                 |    15
(',', 'tot')                   |    15
('sed', 'si')                  |    15
('aut', 'sed')                 |    15
('atque', 'tuus')              |    15
('hic', 'homo')                |    15
('omnis', 'virtus')            |    15
('dico', 'tum')                |    15
('in', 'nullus')               |    15
(';', 'nullus')                |    15
(',', 'perdo')                 |    15
('hic', 'sapiens')             |    15
(',', 'veterus')               |    15
('ex', 'sed')                  |    15
('ego', 'vo')                  |    15
('ad', 'idem')                 |    15
('in', 'lex')                  |    15
('dico', 'paulus')             |    15
('ego', 'puto')                |    15
('in', 'vero')                 |    15
('alius', 'possum')            |    15
('dico', 'habeo')              |    15
('et', 'igitur')               |    15
('enim', 'etiam')              |    15
(',', 'amitto')                |    15
('qui', 'quisquam')            |    15
('?', 'de')                    |    15
(',', 'ostendo')               |    15
(',', 'laudabilis')            |    15
(',', 'forma')                 |    15
(';', 'sine')                  |    15
('is', 'semper')               |    15
('ego', 'facio')               |    15
('cum', 'quis')                |    15
('aut', 'ille')                |    15
('.', 'nescio')                |    15
(',', 'nobilis')               |    15
('audio', 'ego')               |    15
('ipse', 'tum')                |    15
('ipse', 'tamen')              |    15
('alius', 'multus')            |    15
('aut', 'sui')                 |    15
(',', 'praeceptum')            |    15
('consilium', 'sum')           |    15
(',', 'constituo')             |    15
(')', 'genus')                 |    15
('soleo', 'sum')               |    15
('reliquus', 'sum')            |    15
('(', 'de')                    |    15
('audio', 'is')                |    15
('et', 'iudico')               |    15
('ago', 'cum')                 |    15
('ad', 'facio')                |    15
(',', 'exsto')                 |    15
('ad', 'vel')                  |    15
('.', 'quasi')                 |    15
('et', 'puto')                 |    15
(',', 'liberalitas')           |    15
('ille', 'nihil')              |    15
('neque', 'sed')               |    15
(',', 'ordo')                  |    15
(',', 'iucundus')              |    15
('ille', 'tum')                |    15
('ille', 'inquam')             |    15
('fere', 'in')                 |    15
(',', 'admodum')               |    15
(',', 'athena')                |    15
(',', 'magistro')              |    15
('ille', 'res')                |    15
('ita', 'qui')                 |    15
('crassus', 'sum')             |    15
('.', 'vocus')                 |    15
('causa', 'quam')              |    15
('de', 'quod')                 |    15
('homo', 'res')                |    15
('plus', 'quam')               |    15
('noster', 'sed')              |    15
('facio', 'hic')               |    15
('ii', 'qui')                  |    15
(',', 'diligenter')            |    15
('cum', 'oratio')              |    15
('.', 'honor')                 |    15
